"Plot Title: 10959074"
"#","Date Time, GMT-07:00","Counts, # (LGR S/N: 10959074, SEN S/N: 10959074, LBL: Motion CH1)","Counts, # (LGR S/N: 10959074, SEN S/N: 10959074, LBL: Motion CH2)","Light (LGR S/N: 20433441)","Occupancy (LGR S/N: 20433441)"
579,11/02/18 04:28:40 PM,0,0,,
580,11/02/18 04:28:50 PM,1,0,,
581,11/02/18 04:29:00 PM,1,1,,
582,11/02/18 04:29:10 PM,1,1,,
583,11/02/18 04:29:20 PM,0,0,,
584,11/02/18 04:29:30 PM,0,1,,
585,11/02/18 04:29:40 PM,0,0,,
586,11/02/18 04:29:50 PM,1,1,,
587,11/02/18 04:30:00 PM,0,0,,
588,11/02/18 04:30:10 PM,1,1,,
589,11/02/18 04:30:20 PM,1,1,,
590,11/02/18 04:30:30 PM,0,0,,
591,11/02/18 04:30:40 PM,0,1,,
592,11/02/18 04:30:50 PM,1,1,,
593,11/02/18 04:31:00 PM,1,1,,
594,11/02/18 04:31:10 PM,1,1,,
595,11/02/18 04:31:20 PM,0,0,,
596,11/02/18 04:31:30 PM,1,1,,
597,11/02/18 04:31:40 PM,0,1,,
598,11/02/18 04:31:50 PM,1,1,,
599,11/02/18 04:32:00 PM,1,1,,
600,11/02/18 04:32:10 PM,1,1,,
601,11/02/18 04:32:20 PM,1,0,,
602,11/02/18 04:32:30 PM,0,0,,
603,11/02/18 04:32:40 PM,1,1,,
604,11/02/18 04:32:50 PM,0,0,,
605,11/02/18 04:33:00 PM,2,2,,
606,11/02/18 04:33:10 PM,1,1,,
607,11/02/18 04:33:20 PM,0,0,,
608,11/02/18 04:33:30 PM,1,1,,
609,11/02/18 04:33:40 PM,1,0,,
610,11/02/18 04:33:50 PM,0,1,,
611,11/02/18 04:34:00 PM,0,0,,
612,11/02/18 04:34:10 PM,0,1,,
613,11/02/18 04:34:20 PM,0,0,,
614,11/02/18 04:34:30 PM,0,0,,
615,11/02/18 04:34:40 PM,0,1,,
616,11/02/18 04:34:50 PM,1,1,,
617,11/02/18 04:35:00 PM,1,1,,
618,11/02/18 04:35:10 PM,0,0,,
619,11/02/18 04:35:20 PM,1,1,,
620,11/02/18 04:35:30 PM,1,1,,
621,11/02/18 04:35:40 PM,0,0,,
622,11/02/18 04:35:50 PM,0,1,,
623,11/02/18 04:36:00 PM,1,0,,
624,11/02/18 04:36:10 PM,1,0,,
625,11/02/18 04:36:20 PM,1,1,,
626,11/02/18 04:36:30 PM,0,0,,
627,11/02/18 04:36:40 PM,1,1,,
628,11/02/18 04:36:50 PM,1,1,,
629,11/02/18 04:37:00 PM,1,1,,
630,11/02/18 04:37:10 PM,0,0,,
631,11/02/18 04:37:20 PM,0,0,,
632,11/02/18 04:37:30 PM,0,0,,
633,11/02/18 04:37:40 PM,1,1,,
634,11/02/18 04:37:50 PM,1,1,,
635,11/02/18 04:38:00 PM,0,0,,
636,11/02/18 04:38:10 PM,1,1,,
637,11/02/18 04:38:20 PM,0,1,,
638,11/02/18 04:38:30 PM,0,0,,
639,11/02/18 04:38:40 PM,0,0,,
640,11/02/18 04:38:50 PM,1,0,,
641,11/02/18 04:39:00 PM,1,0,,
642,11/02/18 04:39:10 PM,0,1,,
643,11/02/18 04:39:20 PM,1,1,,
644,11/02/18 04:39:30 PM,0,0,,
645,11/02/18 04:39:40 PM,0,1,,
646,11/02/18 04:39:50 PM,0,0,,
647,11/02/18 04:40:00 PM,0,0,,
648,11/02/18 04:40:10 PM,0,0,,
649,11/02/18 04:40:20 PM,1,0,,
650,11/02/18 04:40:30 PM,1,1,,
651,11/02/18 04:40:40 PM,1,1,,
652,11/02/18 04:40:50 PM,0,0,,
653,11/02/18 04:41:00 PM,1,1,,
654,11/02/18 04:41:10 PM,0,0,,
655,11/02/18 04:41:20 PM,1,1,,
656,11/02/18 04:41:30 PM,0,0,,
657,11/02/18 04:41:40 PM,1,0,,
658,11/02/18 04:41:50 PM,0,0,,
659,11/02/18 04:42:00 PM,1,1,,
660,11/02/18 04:42:10 PM,0,1,,
661,11/02/18 04:42:20 PM,1,1,,
662,11/02/18 04:42:30 PM,1,0,,
663,11/02/18 04:42:40 PM,0,0,,
664,11/02/18 04:42:50 PM,1,1,,
665,11/02/18 04:43:00 PM,0,0,,
666,11/02/18 04:43:10 PM,0,0,,
667,11/02/18 04:43:20 PM,1,0,,
668,11/02/18 04:43:30 PM,0,1,,
669,11/02/18 04:43:40 PM,0,1,,
670,11/02/18 04:43:50 PM,1,1,,
671,11/02/18 04:44:00 PM,1,0,,
672,11/02/18 04:44:10 PM,1,1,,
673,11/02/18 04:44:20 PM,0,0,,
674,11/02/18 04:44:30 PM,0,0,,
675,11/02/18 04:44:40 PM,1,1,,
676,11/02/18 04:44:50 PM,1,0,,
677,11/02/18 04:45:00 PM,1,1,,
678,11/02/18 04:45:10 PM,0,0,,
679,11/02/18 04:45:20 PM,1,1,,
680,11/02/18 04:45:30 PM,0,0,,
681,11/02/18 04:45:40 PM,0,0,,
682,11/02/18 04:45:50 PM,0,0,,
683,11/02/18 04:46:00 PM,0,0,,
684,11/02/18 04:46:10 PM,0,0,,
685,11/02/18 04:46:20 PM,0,0,,
686,11/02/18 04:46:30 PM,1,0,,
687,11/02/18 04:46:40 PM,0,0,,
688,11/02/18 04:46:50 PM,0,0,,
689,11/02/18 04:47:00 PM,0,0,,
690,11/02/18 04:47:10 PM,0,0,,
691,11/02/18 04:47:20 PM,0,0,,
692,11/02/18 04:47:30 PM,0,0,,
693,11/02/18 04:47:40 PM,0,0,,
694,11/02/18 04:47:50 PM,1,1,,
695,11/02/18 04:48:00 PM,0,0,,
696,11/02/18 04:48:10 PM,0,0,,
697,11/02/18 04:48:20 PM,0,0,,
698,11/02/18 04:48:30 PM,1,1,,
699,11/02/18 04:48:40 PM,0,1,,
700,11/02/18 04:48:50 PM,0,0,,
701,11/02/18 04:49:00 PM,1,0,,
702,11/02/18 04:49:10 PM,1,0,,
703,11/02/18 04:49:20 PM,0,0,,
704,11/02/18 04:49:30 PM,0,0,,
705,11/02/18 04:49:40 PM,0,0,,
706,11/02/18 04:49:50 PM,0,0,,
707,11/02/18 04:50:00 PM,0,0,,
708,11/02/18 04:50:10 PM,1,1,,
709,11/02/18 04:50:20 PM,1,0,,
710,11/02/18 04:50:30 PM,1,1,,
711,11/02/18 04:50:40 PM,1,1,,
712,11/02/18 04:50:50 PM,1,1,,
713,11/02/18 04:51:00 PM,1,1,,
714,11/02/18 04:51:10 PM,1,1,,
715,11/02/18 04:51:20 PM,1,1,,
716,11/02/18 04:51:30 PM,0,0,,
717,11/02/18 04:51:40 PM,0,0,,
718,11/02/18 04:51:50 PM,1,1,,
719,11/02/18 04:52:00 PM,0,0,,
720,11/02/18 04:52:10 PM,1,1,,
721,11/02/18 04:52:20 PM,0,1,,
722,11/02/18 04:52:30 PM,0,0,,
723,11/02/18 04:52:40 PM,1,2,,
724,11/02/18 04:52:50 PM,0,0,,
725,11/02/18 04:53:00 PM,0,0,,
726,11/02/18 04:53:10 PM,0,0,,
727,11/02/18 04:53:20 PM,1,1,,
728,11/02/18 04:53:30 PM,0,0,,
729,11/02/18 04:53:40 PM,0,0,,
730,11/02/18 04:53:50 PM,1,1,,
731,11/02/18 04:54:00 PM,0,0,,
732,11/02/18 04:54:10 PM,1,1,,
733,11/02/18 04:54:20 PM,1,1,,
734,11/02/18 04:54:30 PM,0,0,,
735,11/02/18 04:54:40 PM,2,2,,
736,11/02/18 04:54:50 PM,0,0,,
737,11/02/18 04:55:00 PM,1,1,,
738,11/02/18 04:55:10 PM,1,1,,
739,11/02/18 04:55:20 PM,0,1,,
740,11/02/18 04:55:30 PM,1,1,,
741,11/02/18 04:55:40 PM,1,0,,
742,11/02/18 04:55:50 PM,0,0,,
743,11/02/18 04:56:00 PM,0,0,,
744,11/02/18 04:56:10 PM,0,0,,
745,11/02/18 04:56:20 PM,1,1,,
746,11/02/18 04:56:30 PM,1,0,,
747,11/02/18 04:56:40 PM,0,0,,
748,11/02/18 04:56:50 PM,0,0,,
749,11/02/18 04:57:00 PM,1,1,,
750,11/02/18 04:57:10 PM,1,1,,
751,11/02/18 04:57:20 PM,1,1,,
752,11/02/18 04:57:30 PM,0,0,,
753,11/02/18 04:57:40 PM,0,0,,
754,11/02/18 04:57:50 PM,0,0,,
755,11/02/18 04:58:00 PM,0,0,,
756,11/02/18 04:58:10 PM,0,0,,
757,11/02/18 04:58:20 PM,0,0,,
758,11/02/18 04:58:30 PM,0,0,,
759,11/02/18 04:58:40 PM,1,1,,
760,11/02/18 04:58:50 PM,0,0,,
761,11/02/18 04:59:00 PM,0,0,,
762,11/02/18 04:59:10 PM,1,1,,
763,11/02/18 04:59:20 PM,0,0,,
764,11/02/18 04:59:30 PM,0,0,,
765,11/02/18 04:59:40 PM,0,0,,
766,11/02/18 04:59:50 PM,0,0,,
767,11/02/18 05:00:00 PM,0,0,,
768,11/02/18 05:00:10 PM,0,0,,
769,11/02/18 05:00:20 PM,0,0,,
770,11/02/18 05:00:30 PM,0,0,,
771,11/02/18 05:00:40 PM,0,0,,
772,11/02/18 05:00:41 PM,,,,0.00
773,11/02/18 05:00:50 PM,0,0,,
774,11/02/18 05:01:00 PM,0,0,,
775,11/02/18 05:01:10 PM,0,0,,
776,11/02/18 05:01:20 PM,0,0,,
777,11/02/18 05:01:30 PM,0,0,,
778,11/02/18 05:01:40 PM,0,0,,
779,11/02/18 05:01:50 PM,0,0,,
780,11/02/18 05:02:00 PM,1,1,,
781,11/02/18 05:02:10 PM,0,0,,
782,11/02/18 05:02:20 PM,1,1,,
783,11/02/18 05:02:25 PM,,,,1.00
784,11/02/18 05:02:30 PM,1,1,,
785,11/02/18 05:02:40 PM,1,1,,
786,11/02/18 05:02:50 PM,0,0,,
787,11/02/18 05:03:00 PM,0,0,,
788,11/02/18 05:03:10 PM,0,0,,
789,11/02/18 05:03:20 PM,0,0,,
790,11/02/18 05:03:30 PM,0,0,,
791,11/02/18 05:03:40 PM,0,0,,
792,11/02/18 05:03:50 PM,0,0,,
793,11/02/18 05:04:00 PM,0,0,,
794,11/02/18 05:04:10 PM,0,0,,
795,11/02/18 05:04:19 PM,,,,0.00
796,11/02/18 05:04:20 PM,0,0,,
797,11/02/18 05:04:30 PM,0,0,,
798,11/02/18 05:04:40 PM,0,0,,
799,11/02/18 05:04:50 PM,0,0,,
800,11/02/18 05:05:00 PM,0,0,,
801,11/02/18 05:05:10 PM,0,0,,
802,11/02/18 05:05:20 PM,0,0,,
803,11/02/18 05:05:30 PM,0,0,,
804,11/02/18 05:05:40 PM,0,0,,
805,11/02/18 05:05:50 PM,0,0,,
806,11/02/18 05:06:00 PM,0,0,,
807,11/02/18 05:06:10 PM,0,0,,
808,11/02/18 05:06:20 PM,0,0,,
809,11/02/18 05:06:30 PM,0,0,,
810,11/02/18 05:06:40 PM,0,0,,
811,11/02/18 05:06:50 PM,0,0,,
812,11/02/18 05:07:00 PM,0,0,,
813,11/02/18 05:07:10 PM,0,0,,
814,11/02/18 05:07:20 PM,0,0,,
815,11/02/18 05:07:30 PM,0,0,,
816,11/02/18 05:07:40 PM,0,0,,
817,11/02/18 05:07:50 PM,0,0,,
818,11/02/18 05:08:00 PM,0,0,,
819,11/02/18 05:08:10 PM,1,1,,
820,11/02/18 05:08:20 PM,0,0,,
821,11/02/18 05:08:30 PM,0,0,,
822,11/02/18 05:08:32 PM,,,,1.00
823,11/02/18 05:08:40 PM,1,1,,
824,11/02/18 05:08:50 PM,1,0,,
825,11/02/18 05:09:00 PM,0,1,,
826,11/02/18 05:09:10 PM,0,0,,
827,11/02/18 05:09:20 PM,1,1,,
828,11/02/18 05:09:30 PM,0,0,,
829,11/02/18 05:09:40 PM,0,1,,
830,11/02/18 05:09:50 PM,0,0,,
831,11/02/18 05:10:00 PM,1,0,,
832,11/02/18 05:10:10 PM,0,0,,
833,11/02/18 05:10:20 PM,1,1,,
834,11/02/18 05:10:30 PM,0,0,,
835,11/02/18 05:10:40 PM,0,0,,
836,11/02/18 05:10:50 PM,0,0,,
837,11/02/18 05:11:00 PM,0,0,,
838,11/02/18 05:11:10 PM,0,0,,
839,11/02/18 05:11:20 PM,0,0,,
840,11/02/18 05:11:30 PM,0,0,,
841,11/02/18 05:11:40 PM,0,0,,
842,11/02/18 05:11:50 PM,0,0,,
843,11/02/18 05:11:53 PM,,,,0.00
844,11/02/18 05:12:00 PM,0,0,,
845,11/02/18 05:12:10 PM,0,0,,
846,11/02/18 05:12:20 PM,0,0,,
847,11/02/18 05:12:30 PM,0,0,,
848,11/02/18 05:12:40 PM,0,0,,
849,11/02/18 05:12:50 PM,0,0,,
850,11/02/18 05:13:00 PM,0,0,,
851,11/02/18 05:13:10 PM,0,0,,
852,11/02/18 05:13:20 PM,0,0,,
853,11/02/18 05:13:30 PM,0,0,,
854,11/02/18 05:13:40 PM,0,0,,
855,11/02/18 05:13:50 PM,0,0,,
856,11/02/18 05:14:00 PM,0,0,,
857,11/02/18 05:14:10 PM,0,0,,
858,11/02/18 05:14:20 PM,0,0,,
859,11/02/18 05:14:30 PM,0,0,,
860,11/02/18 05:14:40 PM,0,0,,
861,11/02/18 05:14:50 PM,0,0,,
862,11/02/18 05:15:00 PM,0,0,,
863,11/02/18 05:15:10 PM,0,0,,
864,11/02/18 05:15:20 PM,0,0,,
865,11/02/18 05:15:30 PM,0,0,,
866,11/02/18 05:15:40 PM,0,0,,
867,11/02/18 05:15:50 PM,0,0,,
868,11/02/18 05:16:00 PM,0,0,,
869,11/02/18 05:16:10 PM,0,0,,
870,11/02/18 05:16:20 PM,0,0,,
871,11/02/18 05:16:30 PM,0,0,,
872,11/02/18 05:16:40 PM,0,0,,
873,11/02/18 05:16:50 PM,0,0,,
874,11/02/18 05:17:00 PM,0,0,,
875,11/02/18 05:17:10 PM,0,0,,
876,11/02/18 05:17:20 PM,0,0,,
877,11/02/18 05:17:30 PM,0,0,,
878,11/02/18 05:17:40 PM,0,0,,
879,11/02/18 05:17:50 PM,0,0,,
880,11/02/18 05:18:00 PM,0,0,,
881,11/02/18 05:18:10 PM,0,0,,
882,11/02/18 05:18:20 PM,0,0,,
883,11/02/18 05:18:30 PM,0,0,,
884,11/02/18 05:18:40 PM,1,1,,
885,11/02/18 05:18:50 PM,0,0,,1.00
886,11/02/18 05:19:00 PM,0,0,,
887,11/02/18 05:19:10 PM,0,0,,
888,11/02/18 05:19:20 PM,1,1,,
889,11/02/18 05:19:30 PM,0,0,,
890,11/02/18 05:19:40 PM,0,0,,
891,11/02/18 05:19:50 PM,0,0,,
892,11/02/18 05:19:51 PM,,,0.00,
893,11/02/18 05:20:00 PM,0,0,,
894,11/02/18 05:20:10 PM,0,0,,
895,11/02/18 05:20:20 PM,0,0,,
896,11/02/18 05:20:30 PM,0,0,,
897,11/02/18 05:20:40 PM,0,0,,
898,11/02/18 05:20:47 PM,,,,0.00
899,11/02/18 05:20:50 PM,0,0,,
900,11/02/18 05:21:00 PM,0,0,,
901,11/02/18 05:21:10 PM,0,0,,
902,11/02/18 05:21:20 PM,0,0,,
903,11/02/18 05:21:30 PM,0,0,,
904,11/02/18 05:21:40 PM,0,0,,
905,11/02/18 05:21:50 PM,0,0,,
906,11/02/18 05:22:00 PM,0,0,,
907,11/02/18 05:22:10 PM,0,0,,
908,11/02/18 05:22:20 PM,0,0,,
909,11/02/18 05:22:30 PM,0,0,,
910,11/02/18 05:22:40 PM,0,0,,
911,11/02/18 05:22:50 PM,0,0,,
912,11/02/18 05:23:00 PM,0,0,,
913,11/02/18 05:23:10 PM,0,0,,
914,11/02/18 05:23:20 PM,0,0,,
915,11/02/18 05:23:30 PM,0,0,,
916,11/02/18 05:23:40 PM,0,0,,
917,11/02/18 05:23:50 PM,0,0,,
918,11/02/18 05:24:00 PM,0,0,,
919,11/02/18 05:24:10 PM,0,0,,
920,11/02/18 05:24:20 PM,0,0,,
921,11/02/18 05:24:30 PM,0,0,,
922,11/02/18 05:24:40 PM,0,0,,
923,11/02/18 05:24:50 PM,0,0,,
924,11/02/18 05:25:00 PM,0,0,,
925,11/02/18 05:25:10 PM,0,0,,
926,11/02/18 05:25:20 PM,0,0,,
927,11/02/18 05:25:30 PM,0,0,,
928,11/02/18 05:25:40 PM,0,0,,
929,11/02/18 05:25:50 PM,0,0,,
930,11/02/18 05:26:00 PM,0,0,,
931,11/02/18 05:26:10 PM,0,0,,
932,11/02/18 05:26:20 PM,0,0,,
933,11/02/18 05:26:30 PM,0,0,,
934,11/02/18 05:26:40 PM,0,0,,
935,11/02/18 05:26:50 PM,0,0,,
936,11/02/18 05:27:00 PM,0,0,,
937,11/02/18 05:27:10 PM,0,0,,
938,11/02/18 05:27:20 PM,0,0,,
939,11/02/18 05:27:30 PM,0,0,,
940,11/02/18 05:27:40 PM,0,0,,
941,11/02/18 05:27:50 PM,0,0,,
942,11/02/18 05:28:00 PM,0,0,,
943,11/02/18 05:28:10 PM,0,0,,
944,11/02/18 05:28:20 PM,0,0,,
945,11/02/18 05:28:30 PM,0,0,,
946,11/02/18 05:28:40 PM,0,0,,
947,11/02/18 05:28:50 PM,0,0,,
948,11/02/18 05:29:00 PM,0,0,,
949,11/02/18 05:29:10 PM,0,0,,
950,11/02/18 05:29:20 PM,0,0,,
951,11/02/18 05:29:30 PM,0,0,,
952,11/02/18 05:29:40 PM,0,0,,
953,11/02/18 05:29:50 PM,0,0,,
954,11/02/18 05:30:00 PM,0,0,,
955,11/02/18 05:30:10 PM,0,0,,
956,11/02/18 05:30:20 PM,0,0,,
957,11/02/18 05:30:30 PM,0,0,,
958,11/02/18 05:30:40 PM,0,0,,
959,11/02/18 05:30:50 PM,0,0,,
960,11/02/18 05:31:00 PM,0,0,,
961,11/02/18 05:31:10 PM,0,0,,
962,11/02/18 05:31:20 PM,0,0,,
963,11/02/18 05:31:30 PM,0,0,,
964,11/02/18 05:31:40 PM,0,0,,
965,11/02/18 05:31:50 PM,0,0,,
966,11/02/18 05:32:00 PM,0,0,,
967,11/02/18 05:32:10 PM,0,0,,
968,11/02/18 05:32:20 PM,0,0,,
969,11/02/18 05:32:30 PM,0,0,,
970,11/02/18 05:32:40 PM,0,0,,
971,11/02/18 05:32:50 PM,0,0,,
972,11/02/18 05:33:00 PM,0,0,,
973,11/02/18 05:33:10 PM,0,0,,
974,11/02/18 05:33:20 PM,0,0,,
975,11/02/18 05:33:30 PM,0,0,,
976,11/02/18 05:33:40 PM,0,0,,
977,11/02/18 05:33:50 PM,0,0,,
978,11/02/18 05:34:00 PM,0,0,,
979,11/02/18 05:34:10 PM,0,0,,
980,11/02/18 05:34:20 PM,0,0,,
981,11/02/18 05:34:30 PM,0,0,,
982,11/02/18 05:34:40 PM,0,0,,
983,11/02/18 05:34:50 PM,0,0,,
984,11/02/18 05:35:00 PM,0,0,,
985,11/02/18 05:35:10 PM,0,0,,
986,11/02/18 05:35:20 PM,0,0,,
987,11/02/18 05:35:30 PM,0,0,,
988,11/02/18 05:35:40 PM,0,0,,
989,11/02/18 05:35:50 PM,0,0,,
990,11/02/18 05:36:00 PM,0,0,,
991,11/02/18 05:36:10 PM,0,0,,
992,11/02/18 05:36:20 PM,0,0,,
993,11/02/18 05:36:30 PM,0,0,,
994,11/02/18 05:36:40 PM,0,0,,
995,11/02/18 05:36:50 PM,0,0,,
996,11/02/18 05:37:00 PM,0,0,,
997,11/02/18 05:37:10 PM,0,0,,
998,11/02/18 05:37:20 PM,0,0,,
999,11/02/18 05:37:30 PM,0,0,,
1000,11/02/18 05:37:40 PM,0,0,,
1001,11/02/18 05:37:50 PM,0,0,,
1002,11/02/18 05:38:00 PM,0,0,,
1003,11/02/18 05:38:10 PM,0,0,,
1004,11/02/18 05:38:20 PM,0,0,,
1005,11/02/18 05:38:30 PM,0,0,,
1006,11/02/18 05:38:40 PM,0,0,,
1007,11/02/18 05:38:50 PM,0,0,,
1008,11/02/18 05:39:00 PM,0,0,,
1009,11/02/18 05:39:10 PM,0,0,,
1010,11/02/18 05:39:20 PM,0,0,,
1011,11/02/18 05:39:30 PM,0,0,,
1012,11/02/18 05:39:40 PM,0,0,,
1013,11/02/18 05:39:50 PM,0,0,,
1014,11/02/18 05:40:00 PM,0,0,,
1015,11/02/18 05:40:10 PM,0,0,,
1016,11/02/18 05:40:20 PM,0,0,,
1017,11/02/18 05:40:30 PM,0,0,,
1018,11/02/18 05:40:40 PM,0,0,,
1019,11/02/18 05:40:50 PM,0,0,,
1020,11/02/18 05:41:00 PM,0,0,,
1021,11/02/18 05:41:10 PM,0,0,,
1022,11/02/18 05:41:20 PM,0,0,,
1023,11/02/18 05:41:30 PM,0,0,,
1024,11/02/18 05:41:40 PM,0,0,,
1025,11/02/18 05:41:50 PM,0,0,,
1026,11/02/18 05:42:00 PM,0,0,,
1027,11/02/18 05:42:10 PM,0,0,,
1028,11/02/18 05:42:20 PM,0,0,,
1029,11/02/18 05:42:30 PM,0,0,,
1030,11/02/18 05:42:40 PM,0,0,,
1031,11/02/18 05:42:50 PM,0,0,,
1032,11/02/18 05:43:00 PM,0,0,,
1033,11/02/18 05:43:10 PM,0,0,,
1034,11/02/18 05:43:20 PM,0,0,,
1035,11/02/18 05:43:30 PM,0,0,,
1036,11/02/18 05:43:40 PM,0,0,,
1037,11/02/18 05:43:50 PM,0,0,,
1038,11/02/18 05:44:00 PM,0,0,,
1039,11/02/18 05:44:10 PM,0,0,,
1040,11/02/18 05:44:20 PM,0,0,,
1041,11/02/18 05:44:30 PM,0,0,,
1042,11/02/18 05:44:40 PM,0,0,,
1043,11/02/18 05:44:50 PM,0,0,,
1044,11/02/18 05:45:00 PM,0,0,,
1045,11/02/18 05:45:10 PM,0,0,,
1046,11/02/18 05:45:20 PM,0,0,,
1047,11/02/18 05:45:30 PM,0,0,,
1048,11/02/18 05:45:40 PM,0,0,,
1049,11/02/18 05:45:50 PM,0,0,,
1050,11/02/18 05:46:00 PM,0,0,,
1051,11/02/18 05:46:10 PM,0,0,,
1052,11/02/18 05:46:20 PM,0,0,,
1053,11/02/18 05:46:30 PM,0,0,,
1054,11/02/18 05:46:40 PM,0,0,,
1055,11/02/18 05:46:50 PM,0,0,,
1056,11/02/18 05:47:00 PM,0,0,,
1057,11/02/18 05:47:10 PM,0,0,,
1058,11/02/18 05:47:20 PM,0,0,,
1059,11/02/18 05:47:30 PM,0,0,,
1060,11/02/18 05:47:40 PM,0,0,,
1061,11/02/18 05:47:50 PM,0,0,,
1062,11/02/18 05:48:00 PM,0,0,,
1063,11/02/18 05:48:10 PM,0,0,,
1064,11/02/18 05:48:20 PM,0,0,,
1065,11/02/18 05:48:30 PM,0,0,,
1066,11/02/18 05:48:40 PM,0,0,,
1067,11/02/18 05:48:50 PM,0,0,,
1068,11/02/18 05:49:00 PM,0,0,,
1069,11/02/18 05:49:10 PM,0,0,,
1070,11/02/18 05:49:20 PM,0,0,,
1071,11/02/18 05:49:30 PM,0,0,,
1072,11/02/18 05:49:40 PM,0,0,,
1073,11/02/18 05:49:50 PM,0,0,,
1074,11/02/18 05:50:00 PM,0,0,,
1075,11/02/18 05:50:10 PM,0,0,,
1076,11/02/18 05:50:20 PM,0,0,,
1077,11/02/18 05:50:30 PM,0,0,,
1078,11/02/18 05:50:40 PM,0,0,,
1079,11/02/18 05:50:50 PM,0,0,,
1080,11/02/18 05:51:00 PM,0,0,,
1081,11/02/18 05:51:10 PM,0,0,,
1082,11/02/18 05:51:20 PM,0,0,,
1083,11/02/18 05:51:30 PM,0,0,,
1084,11/02/18 05:51:40 PM,0,0,,
1085,11/02/18 05:51:50 PM,0,0,,
1086,11/02/18 05:52:00 PM,0,0,,
1087,11/02/18 05:52:10 PM,0,0,,
1088,11/02/18 05:52:20 PM,0,0,,
1089,11/02/18 05:52:30 PM,0,0,,
1090,11/02/18 05:52:40 PM,0,0,,
1091,11/02/18 05:52:50 PM,0,0,,
1092,11/02/18 05:53:00 PM,0,0,,
1093,11/02/18 05:53:10 PM,0,0,,
1094,11/02/18 05:53:20 PM,0,0,,
1095,11/02/18 05:53:30 PM,0,0,,
1096,11/02/18 05:53:40 PM,0,0,,
1097,11/02/18 05:53:50 PM,0,0,,
1098,11/02/18 05:54:00 PM,0,0,,
1099,11/02/18 05:54:10 PM,0,0,,
1100,11/02/18 05:54:20 PM,0,0,,
1101,11/02/18 05:54:30 PM,0,0,,
1102,11/02/18 05:54:40 PM,0,0,,
1103,11/02/18 05:54:50 PM,0,0,,
1104,11/02/18 05:55:00 PM,0,0,,
1105,11/02/18 05:55:10 PM,0,0,,
1106,11/02/18 05:55:20 PM,0,0,,
1107,11/02/18 05:55:30 PM,0,0,,
1108,11/02/18 05:55:40 PM,0,0,,
1109,11/02/18 05:55:50 PM,0,0,,
1110,11/02/18 05:56:00 PM,0,0,,
1111,11/02/18 05:56:10 PM,0,0,,
1112,11/02/18 05:56:20 PM,0,0,,
1113,11/02/18 05:56:30 PM,0,0,,
1114,11/02/18 05:56:40 PM,0,0,,
1115,11/02/18 05:56:50 PM,0,0,,
1116,11/02/18 05:57:00 PM,0,0,,
1117,11/02/18 05:57:10 PM,0,0,,
1118,11/02/18 05:57:20 PM,0,0,,
1119,11/02/18 05:57:30 PM,0,0,,
1120,11/02/18 05:57:40 PM,0,0,,
1121,11/02/18 05:57:50 PM,0,0,,
1122,11/02/18 05:58:00 PM,0,0,,
1123,11/02/18 05:58:10 PM,0,0,,
1124,11/02/18 05:58:20 PM,0,0,,
1125,11/02/18 05:58:30 PM,0,0,,
1126,11/02/18 05:58:40 PM,0,0,,
1127,11/02/18 05:58:50 PM,0,0,,
1128,11/02/18 05:59:00 PM,0,0,,
1129,11/02/18 05:59:10 PM,0,0,,
1130,11/02/18 05:59:20 PM,0,0,,
1131,11/02/18 05:59:30 PM,0,0,,
1132,11/02/18 05:59:40 PM,0,0,,
1133,11/02/18 05:59:50 PM,0,0,,
1134,11/02/18 06:00:00 PM,0,0,,
1135,11/02/18 06:00:10 PM,0,0,,
1136,11/02/18 06:00:20 PM,0,0,,
1137,11/02/18 06:00:30 PM,0,0,,
1138,11/02/18 06:00:40 PM,0,0,,
1139,11/02/18 06:00:50 PM,0,0,,
1140,11/02/18 06:01:00 PM,0,0,,
1141,11/02/18 06:01:10 PM,0,0,,
1142,11/02/18 06:01:20 PM,0,0,,
1143,11/02/18 06:01:30 PM,0,0,,
1144,11/02/18 06:01:40 PM,0,0,,
1145,11/02/18 06:01:50 PM,0,0,,
1146,11/02/18 06:02:00 PM,0,0,,
1147,11/02/18 06:02:10 PM,0,0,,
1148,11/02/18 06:02:20 PM,0,0,,
1149,11/02/18 06:02:30 PM,0,0,,
1150,11/02/18 06:02:40 PM,0,0,,
1151,11/02/18 06:02:50 PM,0,0,,
1152,11/02/18 06:03:00 PM,0,0,,
1153,11/02/18 06:03:10 PM,0,0,,
1154,11/02/18 06:03:20 PM,0,0,,
1155,11/02/18 06:03:30 PM,0,0,,
1156,11/02/18 06:03:40 PM,0,0,,
1157,11/02/18 06:03:50 PM,0,0,,
1158,11/02/18 06:04:00 PM,0,0,,
1159,11/02/18 06:04:10 PM,0,0,,
1160,11/02/18 06:04:20 PM,0,0,,
1161,11/02/18 06:04:30 PM,0,0,,
1162,11/02/18 06:04:40 PM,0,0,,
1163,11/02/18 06:04:50 PM,0,0,,
1164,11/02/18 06:05:00 PM,0,0,,
1165,11/02/18 06:05:10 PM,0,0,,
1166,11/02/18 06:05:20 PM,0,0,,
1167,11/02/18 06:05:30 PM,0,0,,
1168,11/02/18 06:05:40 PM,0,0,,
1169,11/02/18 06:05:50 PM,0,0,,
1170,11/02/18 06:06:00 PM,0,0,,
1171,11/02/18 06:06:10 PM,0,0,,
1172,11/02/18 06:06:20 PM,0,0,,
