"Plot Title: 10959074"
"#","Date Time, GMT-07:00","Counts, # (LGR S/N: 10959074, SEN S/N: 10959074, LBL: Motion CH1)","Counts, # (LGR S/N: 10959074, SEN S/N: 10959074, LBL: Motion CH2)"
1260,11/02/18 06:38:30 PM,0,0
1261,11/02/18 06:38:40 PM,0,0
1262,11/02/18 06:38:50 PM,0,0
1263,11/02/18 06:39:00 PM,0,0
1264,11/02/18 06:39:10 PM,0,0
1265,11/02/18 06:39:20 PM,0,0
1266,11/02/18 06:39:30 PM,0,0
1267,11/02/18 06:39:40 PM,0,0
1268,11/02/18 06:39:50 PM,0,0
1269,11/02/18 06:40:00 PM,0,0
1270,11/02/18 06:40:10 PM,0,0
1271,11/02/18 06:40:20 PM,0,0
1272,11/02/18 06:40:30 PM,0,0
1273,11/02/18 06:40:40 PM,0,0
1274,11/02/18 06:40:50 PM,0,0
1275,11/02/18 06:41:00 PM,0,0
1276,11/02/18 06:41:10 PM,0,0
1277,11/02/18 06:41:20 PM,0,0
1278,11/02/18 06:41:30 PM,0,0
1279,11/02/18 06:41:40 PM,0,0
1280,11/02/18 06:41:50 PM,0,0
1281,11/02/18 06:42:00 PM,0,0
1282,11/02/18 06:42:10 PM,0,0
1283,11/02/18 06:42:20 PM,0,0
1284,11/02/18 06:42:30 PM,0,0
1285,11/02/18 06:42:40 PM,0,0
1286,11/02/18 06:42:50 PM,0,0
1287,11/02/18 06:43:00 PM,0,0
1288,11/02/18 06:43:10 PM,0,0
1289,11/02/18 06:43:20 PM,0,0
1290,11/02/18 06:43:30 PM,0,0
1291,11/02/18 06:43:40 PM,0,0
1292,11/02/18 06:43:50 PM,0,0
1293,11/02/18 06:44:00 PM,0,0
1294,11/02/18 06:44:10 PM,0,0
1295,11/02/18 06:44:20 PM,0,0
1296,11/02/18 06:44:30 PM,0,0
1297,11/02/18 06:44:40 PM,0,0
1298,11/02/18 06:44:50 PM,0,0
1299,11/02/18 06:45:00 PM,0,0
1300,11/02/18 06:45:10 PM,0,0
1301,11/02/18 06:45:20 PM,0,0
1302,11/02/18 06:45:30 PM,0,0
1303,11/02/18 06:45:40 PM,0,0
1304,11/02/18 06:45:50 PM,0,0
1305,11/02/18 06:46:00 PM,0,0
1306,11/02/18 06:46:10 PM,0,0
1307,11/02/18 06:46:20 PM,0,0
1308,11/02/18 06:46:30 PM,0,0
1309,11/02/18 06:46:40 PM,0,0
1310,11/02/18 06:46:50 PM,0,0
1311,11/02/18 06:47:00 PM,0,0
1312,11/02/18 06:47:10 PM,0,0
1313,11/02/18 06:47:20 PM,0,0
1314,11/02/18 06:47:30 PM,0,0
1315,11/02/18 06:47:40 PM,0,0
1316,11/02/18 06:47:50 PM,0,0
1317,11/02/18 06:48:00 PM,0,0
1318,11/02/18 06:48:10 PM,0,0
1319,11/02/18 06:48:20 PM,0,0
1320,11/02/18 06:48:30 PM,0,0
1321,11/02/18 06:48:40 PM,0,0
1322,11/02/18 06:48:50 PM,0,0
1323,11/02/18 06:49:00 PM,0,0
1324,11/02/18 06:49:10 PM,0,0
1325,11/02/18 06:49:20 PM,0,0
1326,11/02/18 06:49:30 PM,0,0
1327,11/02/18 06:49:40 PM,0,0
1328,11/02/18 06:49:50 PM,0,0
1329,11/02/18 06:50:00 PM,0,0
1330,11/02/18 06:50:10 PM,0,0
1331,11/02/18 06:50:20 PM,0,0
1332,11/02/18 06:50:30 PM,0,0
1333,11/02/18 06:50:40 PM,0,0
1334,11/02/18 06:50:50 PM,0,0
1335,11/02/18 06:51:00 PM,0,0
1336,11/02/18 06:51:10 PM,0,0
1337,11/02/18 06:51:20 PM,0,0
1338,11/02/18 06:51:30 PM,0,0
1339,11/02/18 06:51:40 PM,0,0
1340,11/02/18 06:51:50 PM,0,0
1341,11/02/18 06:52:00 PM,0,0
1342,11/02/18 06:52:10 PM,0,0
1343,11/02/18 06:52:20 PM,0,0
1344,11/02/18 06:52:30 PM,0,0
1345,11/02/18 06:52:40 PM,0,0
1346,11/02/18 06:52:50 PM,0,0
1347,11/02/18 06:53:00 PM,0,0
1348,11/02/18 06:53:10 PM,0,0
1349,11/02/18 06:53:20 PM,0,0
1350,11/02/18 06:53:30 PM,0,0
1351,11/02/18 06:53:40 PM,0,0
1352,11/02/18 06:53:50 PM,0,0
1353,11/02/18 06:54:00 PM,0,0
1354,11/02/18 06:54:10 PM,0,0
1355,11/02/18 06:54:20 PM,0,0
1356,11/02/18 06:54:30 PM,0,0
1357,11/02/18 06:54:40 PM,0,0
1358,11/02/18 06:54:50 PM,0,0
1359,11/02/18 06:55:00 PM,0,0
1360,11/02/18 06:55:10 PM,0,0
1361,11/02/18 06:55:20 PM,0,0
1362,11/02/18 06:55:30 PM,0,0
1363,11/02/18 06:55:40 PM,0,0
1364,11/02/18 06:55:50 PM,0,0
1365,11/02/18 06:56:00 PM,0,0
1366,11/02/18 06:56:10 PM,0,0
1367,11/02/18 06:56:20 PM,0,0
1368,11/02/18 06:56:30 PM,0,0
1369,11/02/18 06:56:40 PM,0,0
1370,11/02/18 06:56:50 PM,0,0
1371,11/02/18 06:57:00 PM,0,0
1372,11/02/18 06:57:10 PM,0,0
1373,11/02/18 06:57:20 PM,0,0
1374,11/02/18 06:57:30 PM,0,0
1375,11/02/18 06:57:40 PM,0,0
1376,11/02/18 06:57:50 PM,0,0
1377,11/02/18 06:58:00 PM,0,0
1378,11/02/18 06:58:10 PM,0,0
1379,11/02/18 06:58:20 PM,0,0
1380,11/02/18 06:58:30 PM,0,0
1381,11/02/18 06:58:40 PM,0,0
1382,11/02/18 06:58:50 PM,0,0
1383,11/02/18 06:59:00 PM,0,0
1384,11/02/18 06:59:10 PM,0,0
1385,11/02/18 06:59:20 PM,0,0
1386,11/02/18 06:59:30 PM,0,0
1387,11/02/18 06:59:40 PM,0,0
1388,11/02/18 06:59:50 PM,0,0
1389,11/02/18 07:00:00 PM,0,0
1390,11/02/18 07:00:10 PM,0,0
1391,11/02/18 07:00:20 PM,0,0
1392,11/02/18 07:00:30 PM,0,0
1393,11/02/18 07:00:40 PM,0,0
1394,11/02/18 07:00:50 PM,0,0
1395,11/02/18 07:01:00 PM,0,0
1396,11/02/18 07:01:10 PM,0,0
1397,11/02/18 07:01:20 PM,0,0
1398,11/02/18 07:01:30 PM,0,0
1399,11/02/18 07:01:40 PM,0,0
1400,11/02/18 07:01:50 PM,0,0
1401,11/02/18 07:02:00 PM,0,0
1402,11/02/18 07:02:10 PM,0,0
1403,11/02/18 07:02:20 PM,0,0
1404,11/02/18 07:02:30 PM,0,0
1405,11/02/18 07:02:40 PM,0,0
1406,11/02/18 07:02:50 PM,0,0
1407,11/02/18 07:03:00 PM,0,0
1408,11/02/18 07:03:10 PM,0,0
1409,11/02/18 07:03:20 PM,0,0
1410,11/02/18 07:03:30 PM,0,0
1411,11/02/18 07:03:40 PM,0,0
1412,11/02/18 07:03:50 PM,0,0
1413,11/02/18 07:04:00 PM,0,0
1414,11/02/18 07:04:10 PM,0,0
1415,11/02/18 07:04:20 PM,0,0
1416,11/02/18 07:04:30 PM,0,0
1417,11/02/18 07:04:40 PM,0,0
1418,11/02/18 07:04:50 PM,0,0
1419,11/02/18 07:05:00 PM,0,0
1420,11/02/18 07:05:10 PM,0,0
1421,11/02/18 07:05:20 PM,0,0
1422,11/02/18 07:05:30 PM,0,0
1423,11/02/18 07:05:40 PM,0,0
1424,11/02/18 07:05:50 PM,0,0
1425,11/02/18 07:06:00 PM,0,0
1426,11/02/18 07:06:10 PM,0,0
1427,11/02/18 07:06:20 PM,0,0
1428,11/02/18 07:06:30 PM,0,0
1429,11/02/18 07:06:40 PM,0,0
1430,11/02/18 07:06:50 PM,0,0
1431,11/02/18 07:07:00 PM,0,0
1432,11/02/18 07:07:10 PM,0,0
1433,11/02/18 07:07:20 PM,0,0
1434,11/02/18 07:07:30 PM,0,0
1435,11/02/18 07:07:40 PM,0,0
1436,11/02/18 07:07:50 PM,0,0
1437,11/02/18 07:08:00 PM,0,0
1438,11/02/18 07:08:10 PM,0,0
1439,11/02/18 07:08:20 PM,0,0
1440,11/02/18 07:08:30 PM,0,0
1441,11/02/18 07:08:40 PM,0,0
1442,11/02/18 07:08:50 PM,0,0
1443,11/02/18 07:09:00 PM,0,0
1444,11/02/18 07:09:10 PM,0,0
1445,11/02/18 07:09:20 PM,0,0
1446,11/02/18 07:09:30 PM,0,0
1447,11/02/18 07:09:40 PM,0,0
1448,11/02/18 07:09:50 PM,0,0
1449,11/02/18 07:10:00 PM,0,0
1450,11/02/18 07:10:10 PM,0,0
1451,11/02/18 07:10:20 PM,0,0
1452,11/02/18 07:10:30 PM,0,0
1453,11/02/18 07:10:40 PM,0,0
1454,11/02/18 07:10:50 PM,0,0
1455,11/02/18 07:11:00 PM,0,0
1456,11/02/18 07:11:10 PM,0,0
1457,11/02/18 07:11:20 PM,0,0
1458,11/02/18 07:11:30 PM,0,0
1459,11/02/18 07:11:40 PM,0,0
1460,11/02/18 07:11:50 PM,0,0
1461,11/02/18 07:12:00 PM,0,0
1462,11/02/18 07:12:10 PM,0,0
1463,11/02/18 07:12:20 PM,0,0
1464,11/02/18 07:12:30 PM,0,0
1465,11/02/18 07:12:40 PM,0,0
1466,11/02/18 07:12:50 PM,0,0
1467,11/02/18 07:13:00 PM,0,0
1468,11/02/18 07:13:10 PM,0,0
1469,11/02/18 07:13:20 PM,0,0
1470,11/02/18 07:13:30 PM,0,0
1471,11/02/18 07:13:40 PM,0,0
1472,11/02/18 07:13:50 PM,0,0
1473,11/02/18 07:14:00 PM,0,0
1474,11/02/18 07:14:10 PM,0,0
1475,11/02/18 07:14:20 PM,0,0
1476,11/02/18 07:14:30 PM,0,0
1477,11/02/18 07:14:40 PM,0,0
1478,11/02/18 07:14:50 PM,0,0
1479,11/02/18 07:15:00 PM,0,0
1480,11/02/18 07:15:10 PM,0,0
1481,11/02/18 07:15:20 PM,0,0
1482,11/02/18 07:15:30 PM,0,0
1483,11/02/18 07:15:40 PM,0,0
1484,11/02/18 07:15:50 PM,0,0
1485,11/02/18 07:16:00 PM,0,0
1486,11/02/18 07:16:10 PM,0,0
1487,11/02/18 07:16:20 PM,0,0
1488,11/02/18 07:16:30 PM,0,0
1489,11/02/18 07:16:40 PM,0,0
1490,11/02/18 07:16:50 PM,0,0
1491,11/02/18 07:17:00 PM,0,0
1492,11/02/18 07:17:10 PM,0,0
1493,11/02/18 07:17:20 PM,0,0
1494,11/02/18 07:17:30 PM,0,0
1495,11/02/18 07:17:40 PM,0,0
1496,11/02/18 07:17:50 PM,0,0
1497,11/02/18 07:18:00 PM,0,0
1498,11/02/18 07:18:10 PM,0,0
1499,11/02/18 07:18:20 PM,0,0
1500,11/02/18 07:18:30 PM,0,0
1501,11/02/18 07:18:40 PM,0,0
1502,11/02/18 07:18:50 PM,0,0
1503,11/02/18 07:19:00 PM,0,0
1504,11/02/18 07:19:10 PM,0,0
1505,11/02/18 07:19:20 PM,0,0
1506,11/02/18 07:19:30 PM,0,0
1507,11/02/18 07:19:40 PM,0,0
1508,11/02/18 07:19:50 PM,0,0
1509,11/02/18 07:20:00 PM,0,0
1510,11/02/18 07:20:10 PM,0,0
1511,11/02/18 07:20:20 PM,0,0
1512,11/02/18 07:20:30 PM,0,0
1513,11/02/18 07:20:40 PM,0,0
1514,11/02/18 07:20:50 PM,0,0
1515,11/02/18 07:21:00 PM,0,0
1516,11/02/18 07:21:10 PM,0,0
1517,11/02/18 07:21:20 PM,0,0
1518,11/02/18 07:21:30 PM,0,0
1519,11/02/18 07:21:40 PM,0,0
1520,11/02/18 07:21:50 PM,0,0
1521,11/02/18 07:22:00 PM,0,0
1522,11/02/18 07:22:10 PM,0,0
1523,11/02/18 07:22:20 PM,0,0
1524,11/02/18 07:22:30 PM,0,0
1525,11/02/18 07:22:40 PM,0,0
1526,11/02/18 07:22:50 PM,0,0
1527,11/02/18 07:23:00 PM,0,0
1528,11/02/18 07:23:10 PM,0,0
1529,11/02/18 07:23:20 PM,0,0
1530,11/02/18 07:23:30 PM,0,0
1531,11/02/18 07:23:40 PM,0,0
1532,11/02/18 07:23:50 PM,0,0
1533,11/02/18 07:24:00 PM,0,0
1534,11/02/18 07:24:10 PM,0,0
1535,11/02/18 07:24:20 PM,0,0
1536,11/02/18 07:24:30 PM,0,0
1537,11/02/18 07:24:40 PM,0,0
1538,11/02/18 07:24:50 PM,0,0
1539,11/02/18 07:25:00 PM,0,0
1540,11/02/18 07:25:10 PM,0,0
1541,11/02/18 07:25:20 PM,0,0
1542,11/02/18 07:25:30 PM,0,0
1543,11/02/18 07:25:40 PM,0,0
1544,11/02/18 07:25:50 PM,0,0
1545,11/02/18 07:26:00 PM,0,0
1546,11/02/18 07:26:10 PM,0,0
1547,11/02/18 07:26:20 PM,0,0
1548,11/02/18 07:26:30 PM,0,0
1549,11/02/18 07:26:40 PM,0,0
1550,11/02/18 07:26:50 PM,0,0
1551,11/02/18 07:27:00 PM,0,0
1552,11/02/18 07:27:10 PM,0,0
1553,11/02/18 07:27:20 PM,0,0
1554,11/02/18 07:27:30 PM,0,0
1555,11/02/18 07:27:40 PM,0,0
1556,11/02/18 07:27:50 PM,0,0
1557,11/02/18 07:28:00 PM,0,0
1558,11/02/18 07:28:10 PM,0,0
1559,11/02/18 07:28:20 PM,0,0
1560,11/02/18 07:28:30 PM,0,0
1561,11/02/18 07:28:40 PM,0,0
1562,11/02/18 07:28:50 PM,0,0
1563,11/02/18 07:29:00 PM,0,0
1564,11/02/18 07:29:10 PM,0,0
1565,11/02/18 07:29:20 PM,0,0
1566,11/02/18 07:29:30 PM,0,0
1567,11/02/18 07:29:40 PM,0,0
1568,11/02/18 07:29:50 PM,0,0
1569,11/02/18 07:30:00 PM,0,0
1570,11/02/18 07:30:10 PM,0,0
1571,11/02/18 07:30:20 PM,0,0
1572,11/02/18 07:30:30 PM,0,0
1573,11/02/18 07:30:40 PM,0,0
1574,11/02/18 07:30:50 PM,0,0
1575,11/02/18 07:31:00 PM,0,0
1576,11/02/18 07:31:10 PM,0,0
1577,11/02/18 07:31:20 PM,0,0
1578,11/02/18 07:31:30 PM,0,0
1579,11/02/18 07:31:40 PM,0,0
1580,11/02/18 07:31:50 PM,0,0
1581,11/02/18 07:32:00 PM,0,0
1582,11/02/18 07:32:10 PM,0,0
1583,11/02/18 07:32:20 PM,0,0
1584,11/02/18 07:32:30 PM,0,0
1585,11/02/18 07:32:40 PM,0,0
1586,11/02/18 07:32:50 PM,0,0
1587,11/02/18 07:33:00 PM,0,0
1588,11/02/18 07:33:10 PM,0,0
1589,11/02/18 07:33:20 PM,0,0
1590,11/02/18 07:33:30 PM,0,0
1591,11/02/18 07:33:40 PM,0,0
1592,11/02/18 07:33:50 PM,0,0
1593,11/02/18 07:34:00 PM,0,0
1594,11/02/18 07:34:10 PM,0,0
1595,11/02/18 07:34:20 PM,0,0
1596,11/02/18 07:34:30 PM,0,0
1597,11/02/18 07:34:40 PM,0,0
1598,11/02/18 07:34:50 PM,0,0
1599,11/02/18 07:35:00 PM,0,0
1600,11/02/18 07:35:10 PM,0,0
1601,11/02/18 07:35:20 PM,0,0
1602,11/02/18 07:35:30 PM,0,0
1603,11/02/18 07:35:40 PM,0,0
1604,11/02/18 07:35:50 PM,0,0
1605,11/02/18 07:36:00 PM,0,0
1606,11/02/18 07:36:10 PM,0,0
1607,11/02/18 07:36:20 PM,0,0
1608,11/02/18 07:36:30 PM,0,0
1609,11/02/18 07:36:40 PM,0,0
1610,11/02/18 07:36:50 PM,0,0
1611,11/02/18 07:37:00 PM,0,0
1612,11/02/18 07:37:10 PM,0,0
1613,11/02/18 07:37:20 PM,0,0
1614,11/02/18 07:37:30 PM,0,0
1615,11/02/18 07:37:40 PM,0,0
1616,11/02/18 07:37:50 PM,0,0
1617,11/02/18 07:38:00 PM,0,0
1618,11/02/18 07:38:10 PM,0,0
1619,11/02/18 07:38:20 PM,0,0
1620,11/02/18 07:38:30 PM,0,0
1621,11/02/18 07:38:40 PM,0,0
1622,11/02/18 07:38:50 PM,0,0
1623,11/02/18 07:39:00 PM,0,0
1624,11/02/18 07:39:10 PM,0,0
1625,11/02/18 07:39:20 PM,0,0
1626,11/02/18 07:39:30 PM,0,0
1627,11/02/18 07:39:40 PM,0,0
1628,11/02/18 07:39:50 PM,0,0
1629,11/02/18 07:40:00 PM,0,0
1630,11/02/18 07:40:10 PM,0,0
1631,11/02/18 07:40:20 PM,0,0
1632,11/02/18 07:40:30 PM,0,0
1633,11/02/18 07:40:40 PM,0,0
1634,11/02/18 07:40:50 PM,0,0
1635,11/02/18 07:41:00 PM,0,0
1636,11/02/18 07:41:10 PM,0,0
1637,11/02/18 07:41:20 PM,0,0
1638,11/02/18 07:41:30 PM,0,0
1639,11/02/18 07:41:40 PM,0,0
1640,11/02/18 07:41:50 PM,0,0
1641,11/02/18 07:42:00 PM,0,0
1642,11/02/18 07:42:10 PM,0,0
1643,11/02/18 07:42:20 PM,0,0
1644,11/02/18 07:42:30 PM,0,0
1645,11/02/18 07:42:40 PM,0,0
1646,11/02/18 07:42:50 PM,0,0
1647,11/02/18 07:43:00 PM,0,0
1648,11/02/18 07:43:10 PM,0,0
1649,11/02/18 07:43:20 PM,0,0
1650,11/02/18 07:43:30 PM,0,0
1651,11/02/18 07:43:40 PM,0,0
1652,11/02/18 07:43:50 PM,0,0
1653,11/02/18 07:44:00 PM,0,0
1654,11/02/18 07:44:10 PM,0,0
1655,11/02/18 07:44:20 PM,0,0
1656,11/02/18 07:44:30 PM,0,0
1657,11/02/18 07:44:40 PM,0,0
1658,11/02/18 07:44:50 PM,0,0
1659,11/02/18 07:45:00 PM,0,0
1660,11/02/18 07:45:10 PM,0,0
1661,11/02/18 07:45:20 PM,0,0
1662,11/02/18 07:45:30 PM,0,0
1663,11/02/18 07:45:40 PM,0,0
1664,11/02/18 07:45:50 PM,0,0
1665,11/02/18 07:46:00 PM,0,0
1666,11/02/18 07:46:10 PM,0,0
1667,11/02/18 07:46:20 PM,0,0
1668,11/02/18 07:46:30 PM,0,0
1669,11/02/18 07:46:40 PM,0,0
1670,11/02/18 07:46:50 PM,0,0
1671,11/02/18 07:47:00 PM,0,0
1672,11/02/18 07:47:10 PM,0,0
1673,11/02/18 07:47:20 PM,0,0
1674,11/02/18 07:47:30 PM,0,0
1675,11/02/18 07:47:40 PM,0,0
1676,11/02/18 07:47:50 PM,0,0
1677,11/02/18 07:48:00 PM,0,0
1678,11/02/18 07:48:10 PM,0,0
1679,11/02/18 07:48:20 PM,0,0
1680,11/02/18 07:48:30 PM,0,0
1681,11/02/18 07:48:40 PM,0,0
1682,11/02/18 07:48:50 PM,0,0
1683,11/02/18 07:49:00 PM,0,0
1684,11/02/18 07:49:10 PM,0,0
1685,11/02/18 07:49:20 PM,0,0
1686,11/02/18 07:49:30 PM,0,0
1687,11/02/18 07:49:40 PM,0,0
1688,11/02/18 07:49:50 PM,0,0
1689,11/02/18 07:50:00 PM,0,0
1690,11/02/18 07:50:10 PM,0,0
1691,11/02/18 07:50:20 PM,0,0
1692,11/02/18 07:50:30 PM,0,0
1693,11/02/18 07:50:40 PM,0,0
1694,11/02/18 07:50:50 PM,0,0
1695,11/02/18 07:51:00 PM,0,0
1696,11/02/18 07:51:10 PM,0,0
1697,11/02/18 07:51:20 PM,0,0
1698,11/02/18 07:51:30 PM,0,0
1699,11/02/18 07:51:40 PM,0,0
1700,11/02/18 07:51:50 PM,0,0
1701,11/02/18 07:52:00 PM,0,0
1702,11/02/18 07:52:10 PM,0,0
1703,11/02/18 07:52:20 PM,0,0
1704,11/02/18 07:52:30 PM,0,0
1705,11/02/18 07:52:40 PM,0,0
1706,11/02/18 07:52:50 PM,0,0
1707,11/02/18 07:53:00 PM,0,0
1708,11/02/18 07:53:10 PM,0,0
1709,11/02/18 07:53:20 PM,0,0
1710,11/02/18 07:53:30 PM,0,0
1711,11/02/18 07:53:40 PM,0,0
1712,11/02/18 07:53:50 PM,0,0
1713,11/02/18 07:54:00 PM,0,0
1714,11/02/18 07:54:10 PM,0,0
1715,11/02/18 07:54:20 PM,0,0
1716,11/02/18 07:54:30 PM,0,0
1717,11/02/18 07:54:40 PM,0,0
1718,11/02/18 07:54:50 PM,0,0
1719,11/02/18 07:55:00 PM,0,0
1720,11/02/18 07:55:10 PM,0,0
1721,11/02/18 07:55:20 PM,0,0
1722,11/02/18 07:55:30 PM,0,0
1723,11/02/18 07:55:40 PM,0,0
1724,11/02/18 07:55:50 PM,0,0
1725,11/02/18 07:56:00 PM,0,0
1726,11/02/18 07:56:10 PM,0,0
1727,11/02/18 07:56:20 PM,0,0
1728,11/02/18 07:56:30 PM,0,0
1729,11/02/18 07:56:40 PM,0,0
1730,11/02/18 07:56:50 PM,0,0
1731,11/02/18 07:57:00 PM,0,0
1732,11/02/18 07:57:10 PM,0,0
1733,11/02/18 07:57:20 PM,0,0
1734,11/02/18 07:57:30 PM,0,0
1735,11/02/18 07:57:40 PM,0,0
1736,11/02/18 07:57:50 PM,0,0
1737,11/02/18 07:58:00 PM,0,0
1738,11/02/18 07:58:10 PM,0,0
1739,11/02/18 07:58:20 PM,0,0
1740,11/02/18 07:58:30 PM,0,0
1741,11/02/18 07:58:40 PM,0,0
1742,11/02/18 07:58:50 PM,0,0
1743,11/02/18 07:59:00 PM,0,0
1744,11/02/18 07:59:10 PM,0,0
1745,11/02/18 07:59:20 PM,0,0
1746,11/02/18 07:59:30 PM,0,0
1747,11/02/18 07:59:40 PM,0,0
1748,11/02/18 07:59:50 PM,0,0
1749,11/02/18 08:00:00 PM,0,0
1750,11/02/18 08:00:10 PM,0,0
1751,11/02/18 08:00:20 PM,0,0
1752,11/02/18 08:00:30 PM,0,0
1753,11/02/18 08:00:40 PM,0,0
1754,11/02/18 08:00:50 PM,0,0
1755,11/02/18 08:01:00 PM,0,0
1756,11/02/18 08:01:10 PM,0,0
1757,11/02/18 08:01:20 PM,0,0
1758,11/02/18 08:01:30 PM,0,0
1759,11/02/18 08:01:40 PM,0,0
1760,11/02/18 08:01:50 PM,0,0
1761,11/02/18 08:02:00 PM,0,0
1762,11/02/18 08:02:10 PM,0,0
1763,11/02/18 08:02:20 PM,0,0
1764,11/02/18 08:02:30 PM,0,0
1765,11/02/18 08:02:40 PM,0,0
1766,11/02/18 08:02:50 PM,0,0
1767,11/02/18 08:03:00 PM,0,0
1768,11/02/18 08:03:10 PM,0,0
1769,11/02/18 08:03:20 PM,0,0
1770,11/02/18 08:03:30 PM,0,0
1771,11/02/18 08:03:40 PM,0,0
1772,11/02/18 08:03:50 PM,0,0
1773,11/02/18 08:04:00 PM,0,0
1774,11/02/18 08:04:10 PM,0,0
1775,11/02/18 08:04:20 PM,0,0
1776,11/02/18 08:04:30 PM,0,0
1777,11/02/18 08:04:40 PM,0,0
1778,11/02/18 08:04:50 PM,0,0
1779,11/02/18 08:05:00 PM,0,0
1780,11/02/18 08:05:10 PM,0,0
1781,11/02/18 08:05:20 PM,0,0
1782,11/02/18 08:05:30 PM,0,0
1783,11/02/18 08:05:40 PM,0,0
1784,11/02/18 08:05:50 PM,0,0
1785,11/02/18 08:06:00 PM,0,0
1786,11/02/18 08:06:10 PM,0,0
1787,11/02/18 08:06:20 PM,0,0
1788,11/02/18 08:06:30 PM,0,0
1789,11/02/18 08:06:40 PM,0,0
1790,11/02/18 08:06:50 PM,0,0
1791,11/02/18 08:07:00 PM,0,0
1792,11/02/18 08:07:10 PM,0,0
1793,11/02/18 08:07:20 PM,0,0
1794,11/02/18 08:07:30 PM,0,0
1795,11/02/18 08:07:40 PM,0,0
1796,11/02/18 08:07:50 PM,0,0
1797,11/02/18 08:08:00 PM,0,0
1798,11/02/18 08:08:10 PM,0,0
1799,11/02/18 08:08:20 PM,0,0
1800,11/02/18 08:08:30 PM,0,0
1801,11/02/18 08:08:40 PM,0,0
1802,11/02/18 08:08:50 PM,0,0
1803,11/02/18 08:09:00 PM,0,0
1804,11/02/18 08:09:10 PM,0,0
1805,11/02/18 08:09:20 PM,0,0
1806,11/02/18 08:09:30 PM,0,0
1807,11/02/18 08:09:40 PM,0,0
1808,11/02/18 08:09:50 PM,0,0
1809,11/02/18 08:10:00 PM,0,0
1810,11/02/18 08:10:10 PM,0,0
1811,11/02/18 08:10:20 PM,0,0
1812,11/02/18 08:10:30 PM,0,0
1813,11/02/18 08:10:40 PM,0,0
1814,11/02/18 08:10:50 PM,0,0
1815,11/02/18 08:11:00 PM,0,0
1816,11/02/18 08:11:10 PM,0,0
1817,11/02/18 08:11:20 PM,0,0
1818,11/02/18 08:11:30 PM,0,0
1819,11/02/18 08:11:40 PM,0,0
1820,11/02/18 08:11:50 PM,0,0
1821,11/02/18 08:12:00 PM,0,0
1822,11/02/18 08:12:10 PM,0,0
1823,11/02/18 08:12:20 PM,0,0
1824,11/02/18 08:12:30 PM,0,0
1825,11/02/18 08:12:40 PM,0,0
1826,11/02/18 08:12:50 PM,0,0
1827,11/02/18 08:13:00 PM,0,0
1828,11/02/18 08:13:10 PM,0,0
1829,11/02/18 08:13:20 PM,0,0
1830,11/02/18 08:13:30 PM,0,0
1831,11/02/18 08:13:40 PM,0,0
1832,11/02/18 08:13:50 PM,0,0
1833,11/02/18 08:14:00 PM,0,0
1834,11/02/18 08:14:10 PM,0,0
1835,11/02/18 08:14:20 PM,0,0
1836,11/02/18 08:14:30 PM,0,0
1837,11/02/18 08:14:40 PM,0,0
1838,11/02/18 08:14:50 PM,0,0
1839,11/02/18 08:15:00 PM,0,0
1840,11/02/18 08:15:10 PM,0,0
1841,11/02/18 08:15:20 PM,0,0
1842,11/02/18 08:15:30 PM,0,0
1843,11/02/18 08:15:40 PM,0,0
1844,11/02/18 08:15:50 PM,0,0
1845,11/02/18 08:16:00 PM,0,0
1846,11/02/18 08:16:10 PM,0,0
1847,11/02/18 08:16:20 PM,0,0
1848,11/02/18 08:16:30 PM,0,0
1849,11/02/18 08:16:40 PM,0,0
1850,11/02/18 08:16:50 PM,0,0
1851,11/02/18 08:17:00 PM,0,0
1852,11/02/18 08:17:10 PM,0,0
1853,11/02/18 08:17:20 PM,0,0
1854,11/02/18 08:17:30 PM,0,0
1855,11/02/18 08:17:40 PM,0,0
1856,11/02/18 08:17:50 PM,0,0
1857,11/02/18 08:18:00 PM,0,0
1858,11/02/18 08:18:10 PM,0,0
1859,11/02/18 08:18:20 PM,0,0
1860,11/02/18 08:18:30 PM,0,0
1861,11/02/18 08:18:40 PM,0,0
1862,11/02/18 08:18:50 PM,0,0
1863,11/02/18 08:19:00 PM,0,0
1864,11/02/18 08:19:10 PM,0,0
1865,11/02/18 08:19:20 PM,0,0
1866,11/02/18 08:19:30 PM,0,0
1867,11/02/18 08:19:40 PM,0,0
1868,11/02/18 08:19:50 PM,0,0
1869,11/02/18 08:20:00 PM,0,0
1870,11/02/18 08:20:10 PM,0,0
1871,11/02/18 08:20:20 PM,0,0
1872,11/02/18 08:20:30 PM,0,0
1873,11/02/18 08:20:40 PM,0,0
1874,11/02/18 08:20:50 PM,0,0
1875,11/02/18 08:21:00 PM,0,0
1876,11/02/18 08:21:10 PM,0,0
1877,11/02/18 08:21:20 PM,0,0
1878,11/02/18 08:21:30 PM,0,0
1879,11/02/18 08:21:40 PM,0,0
1880,11/02/18 08:21:50 PM,0,0
1881,11/02/18 08:22:00 PM,0,0
1882,11/02/18 08:22:10 PM,0,0
1883,11/02/18 08:22:20 PM,0,0
1884,11/02/18 08:22:30 PM,0,0
1885,11/02/18 08:22:40 PM,0,0
1886,11/02/18 08:22:50 PM,0,0
1887,11/02/18 08:23:00 PM,0,0
1888,11/02/18 08:23:10 PM,0,0
1889,11/02/18 08:23:20 PM,0,0
1890,11/02/18 08:23:30 PM,0,0
